session,quelle,thema,erstellt,selbsteinschaetzung-sprache,themenbezogenheit,logik-des-aufbaus,ausfuehrlichkeit-aussagekraft,sprachbeherrschung,komplexitaet,wortschatz-textverknuepfung,gebrauch-sprachlicher-strukturen,selbsteinschaetzung-bewertung
z829f0o2q6wb7in59s4xp8d6xpwhkzcg,Student,Prepared Food,2023-03-28 13:19:17.716825+00:00,2,5,5,4,3,4,4,3,3
6y89af5q9a9exs9tcc2lk9tphhn6oeh3,ChatGPT-3,Effects of mobile phones,2023-03-28 13:19:22.126373+00:00,3,5,5,4,6,4,5,5,3
4pk3owfwo13gmb1w2lq7wadkc9sjzb18,Student,Paying more money is the only motivation to make employees work harder,2023-03-28 13:19:52.119319+00:00,5,3,3,3,4,4,4,4,3
7m0e64i3izio38r6xchtiigf45pqo57b,ChatGPT-4,"Sporting events easing international tensions, releasing patriotic feelings",2023-03-28 13:20:15.680205+00:00,4,4,4,4,5,3,4,5,2
l3e1dw5u4qyqqxikbnx4ojfwzz8zx20i,Student,Society should ban all forms of the advertising,2023-03-28 13:20:47.167673+00:00,5,5,5,5,4,5,4,5,2
5sar2ewqwwbauto2piv4m8k7nlzbi0nv,ChatGPT-3,"Sporting events easing international tensions, releasing patriotic feelings",2023-03-28 13:21:09.197198+00:00,1,4,4,3,6,5,5,5,0
gzefi1rs5qm7904owyzotxhxc3ny9goh,Student,"Sporting events easing international tensions, releasing patriotic feelings",2023-03-28 13:21:28.931010+00:00,4,3,4,4,4,4,4,4,2
urzb5uheinwspm5r00lot77vksy6a8l5,ChatGPT-3,Government should make more effort to promote alternative sources of energy,2023-03-28 13:21:35.158699+00:00,1,4,4,4,4,4,4,4,0
gzefi1rs5qm7904owyzotxhxc3ny9goh,ChatGPT-3,Do married women usually work? Why and why not?,2023-03-28 13:22:13.395287+00:00,4,5,5,5,6,6,5,5,3
ovveu2pletq3xkjup4t2qmqe3u69ytcb,Student,Financial Aid To Developing Countries,2023-03-28 13:23:37.809917+00:00,3,6,4,5,3,4,5,4,1
5sar2ewqwwbauto2piv4m8k7nlzbi0nv,Student,Do married women usually work? Why and why not?,2023-03-28 13:24:51.536043+00:00,1,0,0,0,3,2,2,3,0
ovveu2pletq3xkjup4t2qmqe3u69ytcb,ChatGPT-4,Government should make more effort to promote alternative sources of energy,2023-03-28 13:25:25.609839+00:00,3,6,6,6,6,4,5,5,0
ovveu2pletq3xkjup4t2qmqe3u69ytcb,ChatGPT-3,International tourism is now more common than ever before (against),2023-03-28 13:26:22.432997+00:00,3,6,6,5,6,4,5,6,0
5sar2ewqwwbauto2piv4m8k7nlzbi0nv,ChatGPT-4,Should governments be responsible to help the unemployed and homeless,2023-03-28 13:29:16.787785+00:00,1,6,6,5,6,5,5,4,0
ru8on6nvucn5y660nt0o3epk27uuzkah,ChatGPT-4,Computer replace  man power in jobs,2023-03-28 13:51:06.441142+00:00,4,4,4,4,4,4,4,4,4
ru8on6nvucn5y660nt0o3epk27uuzkah,ChatGPT-4,Government And Education,2023-03-28 13:51:54.391852+00:00,4,2,2,2,2,2,2,2,3
ru8on6nvucn5y660nt0o3epk27uuzkah,ChatGPT-3,Living and studying overseas,2023-03-28 13:52:31.762532+00:00,4,4,4,4,4,4,4,4,3
ru8on6nvucn5y660nt0o3epk27uuzkah,ChatGPT-3,Why you should exercise,2023-03-28 13:52:55.590784+00:00,4,4,4,4,4,4,4,4,3
ru8on6nvucn5y660nt0o3epk27uuzkah,ChatGPT-3,Alternative forms of transport to alleviate traffic congestion,2023-03-28 13:55:21.943224+00:00,4,4,4,2,5,3,4,3,4
ru8on6nvucn5y660nt0o3epk27uuzkah,Student,Will newspapers become a thing of the past?,2023-03-28 13:55:51.370998+00:00,4,4,4,2,3,2,4,3,4
5sar2ewqwwbauto2piv4m8k7nlzbi0nv,Student,International tourism is now more common than ever before (against),2023-03-28 14:15:01.390192+00:00,1,3,3,2,4,3,3,3,0
5sar2ewqwwbauto2piv4m8k7nlzbi0nv,ChatGPT-4,Living and studying overseas,2023-03-28 14:18:36.671371+00:00,1,6,5,5,6,5,5,5,0
